user_id,username,hosted,guested,total
18649724,Warp,0,2,2
19154954,Dice,1,1,2
19207842,-[SnowFlakes]-,0,2,2
20555396,modules,2,0,2
20585342,lLenin,0,2,2
21413443,Pablo Sanchez,1,1,2
22747806,na7yuta_osu,1,1,2
23647502,Nikicho,2,0,2
24273662,_pizzaninjax,0,2,2
25662684,CRHIX,1,1,2
26190106,xoxodia,2,0,2
26820002,seal--,2,0,2
29449003,chasedigi,1,1,2
33849459,[-Crazy Boy-],2,0,2
35079462,silly femboy,1,1,2
35979834,LuisGames,2,0,2
3,BanchoBot,1,0,1
452,Kharl,1,0,1
2296,gyt,1,0,1
3936,Card N'FoRcE,1,0,1
6188,tetsutaro,1,0,1
9974,crystalsuicune,0,1,1
11874,Yuukari-Banteki,1,0,1
12328,Larto,1,0,1
19048,Blue Dragon,0,1,1
20865,blissfulyoshi,1,0,1
23062,Gens,1,0,1
23326,GladiOol,1,0,1
33599,Andrea,0,1,1
43345,Pasonia,0,1,1
44867,Crazy Jay,1,0,1
57676,Saixina_x3,0,1,1
